"participant","word","item_number","item_set","item_condition","obstruent_sequence","vowel_type","vowel_length","cons_length","ratio","C1_MoA","C2_MoA","voicing_proportion","n_frames"
19,head#band,67,17,voiced,dp,short,0.060159112466935685,0.0899676817073092,1.495495495495495,plosive,plosive,0.8888888888888888,27
19,head#wear,68,17,sonorant,dp,short,0.0766472629463012,0.08216145452517176,1.0719424460431652,plosive,plosive,1,24
19,blood#pressure,69,18,assimilation,dp,short,0.07030519007073027,0.09271014075261136,1.3186813186813189,plosive,plosive,0.7857142857142857,28
19,nut#paste,70,18,voiceless,dp,short,0.051574563872852835,0.0955397658628257,1.8524590163934418,plosive,plosive,0,29
19,blood#bath,71,18,voiced,dp,short,0.0992491225540989,0.06702538146510575,0.6753246753246753,plosive,plosive,1,20
19,mud#water,72,18,sonorant,dp,short,0.09521740847862324,0.07602630289378445,0.7984496124031009,plosive,plosive,1,22
19,mud#flap,73,19,assimilation,df,short,0.09282876163874572,0.08171545918903672,0.880281690140845,plosive,fricative,0.64,25
19,nut#flower,74,19,voiceless,df,short,0.044370144639880565,0.11418787223498669,2.5735294117647047,plosive,fricative,0.20588235294117646,34
19,blood#vow,75,19,voiced,df,short,0.11879425847765784,0.11010199566221943,0.9268292682926826,plosive,fricative,0,33
19,flood#wave,76,19,sonorant,df,short,NA,NA,NA,plosive,fricative,NA,NA
19,head#phones,77,20,assimilation,df,short,0.03996151804297879,0.08943768323904774,2.2380952380952377,plosive,fricative,0.48148148148148145,27
19,jet#fighter,78,20,voiceless,df,short,0.06742740112885265,0.10927889148469228,1.6206896551724146,plosive,fricative,0,33
19,head#vein,79,20,voiced,df,short,0.05040515127526887,0.09953422277141696,1.9746835443037964,plosive,fricative,0.5172413793103449,29
19,head#massage,80,20,sonorant,df,short,0.048853830903790085,0.10992111953352768,2.2499999999999996,plosive,fricative,0.7575757575757576,33
