"participant","word","item_number","item_set","item_condition","obstruent_sequence","vowel_type","vowel_length","cons_length","ratio","C1_MoA","C2_MoA","voicing_proportion","n_frames"
1,food#poisoning,1,1,assimilation,dp,long,0.11294702098310154,0.08741789980198955,0.773972602739726,plosive,plosive,1,27
1,boot#polish,2,1,voiceless,dp,long,0.11216409695861948,0.0894560282492057,0.7975460122699385,plosive,plosive,1,27
1,food#bank,3,1,voiced,dp,long,0.14143845775812686,0.10286433291500141,0.7272727272727277,plosive,plosive,0.8064516129032258,31
1,food#waste,4,1,sonorant,dp,long,0.14193034833965118,0.07470018333665857,0.5263157894736845,plosive,plosive,0.43478260869565216,23
1,speed#painting,5,2,assimilation,dp,long,NA,NA,NA,plosive,plosive,NA,NA
1,seat#pads,6,2,voiceless,dp,long,0.12340398215975132,0.10039646006217057,0.8135593220338984,plosive,plosive,0.12903225806451613,31
1,speed#boat,7,2,voiced,dp,long,0.10561263793262499,0.09519033813664224,0.9013157894736841,plosive,plosive,0.75,28
1,speed#limit,8,2,sonorant,dp,long,0.09972871041775275,0.08031842449751897,0.8053691275167784,plosive,plosive,0.4583333333333333,24
1,toad#pond,9,3,assimilation,dp,long,0.1491783069784205,0.11081817089825524,0.742857142857143,plosive,plosive,0.7058823529411765,34
1,coat#pocket,10,3,voiceless,dp,long,0.12367058467360453,0.09590780035912189,0.7755102040816326,plosive,plosive,0,28
1,code#breaker,11,3,voiced,dp,long,0.12709165640144418,0.0870813201269155,0.6851851851851855,plosive,plosive,1,26
1,code#word,12,3,sonorant,dp,long,0.1472117044388238,0.07428738788811012,0.5046296296296293,plosive,plosive,0.30434782608695654,23
1,shade#plant,13,4,assimilation,dp,long,0.16318508215395902,0.10879005476930598,0.6666666666666664,plosive,plosive,0.48484848484848486,33
1,skate#park,14,4,voiceless,dp,long,0.1431789869501885,0.08811014581550058,0.6153846153846152,plosive,plosive,0,26
1,spade#beard,15,4,voiced,dp,long,NA,NA,NA,plosive,plosive,NA,NA
1,spade#work,16,4,sonorant,dp,long,0.17839717466753335,0.09116331392702148,0.511013215859031,plosive,plosive,0.42857142857142855,28
1,speed#freak,17,5,assimilation,df,long,0.10475317093472519,0.09319420034882447,0.889655172413793,plosive,fricative,0.42857142857142855,28
1,seat#frame,18,5,voiceless,df,long,0.16196621927888155,0.10856225816873577,0.6702771642882386,plosive,fricative,0.3333333333333333,33
1,seed#vault,19,5,voiced,df,long,NA,NA,NA,plosive,fricative,NA,NA
1,speed#walking,20,5,sonorant,df,long,0.10170238047612612,0.06527167702199138,0.6417910447761194,plosive,fricative,1,19
1,food#fight,21,6,assimilation,df,long,0.10316081969034854,0.08749082176270065,0.8481012658227847,plosive,fricative,0,27
1,boot#faced,22,6,voiceless,df,long,0.13360441858080346,0.13755721202993967,1.0295857988165682,plosive,fricative,0.6428571428571429,42
1,food#vendor,23,6,voiced,df,long,NA,NA,NA,plosive,fricative,NA,NA
1,food#mixer,24,6,sonorant,df,long,0.14083806767538296,0.10163571894099804,0.7216494845360827,plosive,fricative,0,31
1,toad#fish,25,7,assimilation,df,long,0.13040036415903483,0.08448540653927916,0.6478924126027877,plosive,fricative,0.4,25
1,boat#fishing,26,7,voiceless,df,long,NA,NA,NA,plosive,fricative,NA,NA
1,toad#venom,27,7,voiced,df,long,0.14689615281344326,0.07951259647700137,0.5412844036697246,plosive,fricative,0.30434782608695654,23
1,code#name,28,7,sonorant,df,long,0.14274640681173129,0.06921037906023336,0.4848484848484849,plosive,fricative,0.42857142857142855,21
1,paid#for,29,8,assimilation,df,long,0.14720228108045488,0.11822545409611335,0.8031496062992124,plosive,fricative,0.027777777777777776,36
1,state#funded,30,8,voiceless,df,long,NA,NA,NA,plosive,fricative,NA,NA
1,jade#vein,31,8,voiced,df,long,0.18355469649480732,0.09926133801865111,0.5407725321888409,plosive,fricative,0.4827586206896552,29
1,aid#worker,32,8,sonorant,df,long,0.17888860716913696,0.09126969753527397,0.5102040816326532,plosive,fricative,0.35714285714285715,28
1,blues#pianist,33,9,assimilation,zp,long,NA,NA,NA,fricative,plosive,NA,NA
1,goose#pimples,34,9,voiceless,zp,long,0.17755987312742813,0.14916729124699396,0.8400957300749035,fricative,plosive,0.044444444444444446,45
1,blues#band,35,9,voiced,zp,long,NA,NA,NA,fricative,plosive,NA,NA
1,blues#melody,36,9,sonorant,zp,long,NA,NA,NA,fricative,plosive,NA,NA
1,cheese#plate,37,10,assimilation,zp,long,0.21865842967196336,0.09153143567663585,0.41860465116279083,fricative,plosive,0.6071428571428571,28
1,peace#pipe,38,10,voiceless,zp,long,0.133226044566297,0.1233854844562865,0.9261363636363642,fricative,plosive,0.05405405405405406,37
1,cheese#burger,39,10,voiced,zp,long,0.11743107807361358,0.09145390019672328,0.7787878787878786,fricative,plosive,0.25925925925925924,27
1,cheese#wire,40,10,sonorant,zp,long,NA,NA,NA,fricative,plosive,NA,NA
1,maize#plant,41,11,assimilation,zp,long,0.1707267354618921,0.09280166948343516,0.5435684647302906,fricative,plosive,0.25,28
1,face#paint,42,11,voiceless,zp,long,0.14077188603350518,0.09086185371253513,0.6454545454545453,fricative,plosive,0,27
1,maize#bread,43,11,voiced,zp,long,NA,NA,NA,fricative,plosive,NA,NA
1,phase#meter,44,11,sonorant,zp,long,0.16541189590184857,0.07755827484194561,0.4688796680497926,fricative,plosive,0.17391304347826086,23
1,hose#pipe,45,12,assimilation,zp,long,0.17023257629409377,0.07153742505744021,0.42023346303501957,fricative,plosive,0,22
1,dose#pump,46,12,voiceless,zp,long,NA,NA,NA,fricative,plosive,NA,NA
1,nose#bone,47,12,voiced,zp,long,0.20016672487273057,0.12244631155218316,0.6117216117216117,fricative,plosive,0.9444444444444444,36
1,nose#muscles,48,12,sonorant,zp,long,0.19584596236728685,0.09051048460002098,0.46215139442231057,fricative,plosive,0.1111111111111111,27
1,blues#fan,49,13,assimilation,zf,long,0.1825239948598802,0.1148642381445798,0.6293103448275863,fricative,fricative,0.08823529411764706,34
1,goose#fat,50,13,voiceless,zf,long,0.13648028794968003,0.10966101739188266,0.8034934497816595,fricative,fricative,0.0625,32
1,blues#violin,51,13,voiced,zf,long,0.13183278358079276,0.0799236250458556,0.6062499999999998,fricative,fricative,0.25,24
1,blues#music,52,13,sonorant,zf,long,0.15223435279854586,0.07374393522837303,0.48441060688818083,fricative,fricative,0.3181818181818182,22
1,cheese#fingers,53,14,assimilation,zf,long,0.1160926339852876,0.08781365904015342,0.7564102564102563,fricative,fricative,0,26
1,peace#fighter,54,14,voiceless,zf,long,0.13452662071451096,0.0999340611022081,0.7428571428571424,fricative,fricative,0.03333333333333333,30
1,cheese#vat,55,14,voiced,zf,long,0.15704628769653553,0.08265594089291345,0.5263157894736843,fricative,fricative,0.16,25
1,cheese#wedge,56,14,sonorant,zf,long,0.17861450086991593,0.07665858406434162,0.4291845493562233,fricative,fricative,0.13043478260869565,23
1,maize#field,57,15,assimilation,zf,long,0.23463769698607917,0.09683460510536607,0.41269841269841295,fricative,fricative,0.13793103448275862,29
1,space#flight,58,15,voiceless,zf,long,0.17067665205722782,0.10709123266335857,0.6274509803921565,fricative,fricative,0.03125,32
1,blaze#victim,59,15,voiced,zf,long,0.18600649292375415,0.06359196339273648,0.341880341880342,fricative,fricative,1,19
1,maze#map,60,15,sonorant,zf,long,0.1886521662258091,0.08885323870021045,0.47098976109215024,fricative,fricative,0.07692307692307693,26
1,nose#fracture,61,16,assimilation,zf,long,0.21672768824615937,0.10240978675367973,0.4725274725274727,fricative,fricative,0.03333333333333333,30
1,dose#feeder,62,16,voiceless,zf,long,0.20075444141100146,0.1335527428030815,0.6652542372881357,fricative,fricative,0.1,40
1,nose#vein,63,16,voiced,zf,long,0.21688323909923474,0.0687849755072007,0.3171521035598707,fricative,fricative,0.19047619047619047,21
1,nose#wipes,64,16,sonorant,zf,long,0.18745867171239355,0.06042623850069828,0.3223443223443223,fricative,fricative,0.1111111111111111,18
1,bed#post,65,17,assimilation,dp,short,0.06985169094922736,0.10584669495877824,1.5153061224489803,plosive,plosive,0,32
1,jet#pack,66,17,voiceless,dp,short,0.06046223049446836,0.1178708129841656,1.9494949494949496,plosive,plosive,0.02857142857142857,35
1,head#band,67,17,voiced,dp,short,0.08528139323846852,0.10067942257319198,1.1805555555555554,plosive,plosive,0.5161290322580645,31
1,head#wear,68,17,sonorant,dp,short,NA,NA,NA,plosive,plosive,NA,NA
1,blood#pressure,69,18,assimilation,dp,short,0.04819000765869261,0.09830761562373291,2.04,plosive,plosive,0.6333333333333333,30
1,nut#paste,70,18,voiceless,dp,short,0.06488819868836843,0.12008045964169334,1.850574712643679,plosive,plosive,0.3333333333333333,36
1,blood#bath,71,18,voiced,dp,short,0.06307005766974086,0.10020476452201821,1.5887850467289724,plosive,plosive,0.6333333333333333,30
1,mud#water,72,18,sonorant,dp,short,0.08260064410248491,0.1397857054042052,1.692307692307692,plosive,plosive,0.5,42
1,mud#flap,73,19,assimilation,df,short,0.09376492430337005,0.06158524614008329,0.6568047337278107,plosive,fricative,0.3333333333333333,18
1,nut#flower,74,19,voiceless,df,short,0.055830191776237464,0.06543538606032132,1.172043010752688,plosive,fricative,0,20
1,blood#vow,75,19,voiced,df,short,0.06443318339743317,0.11394572246356757,1.7684322961467527,plosive,fricative,0.8235294117647058,34
1,flood#wave,76,19,sonorant,df,short,0.0928344767310898,0.1432303355279671,1.5428571428571427,plosive,fricative,0.4418604651162791,43
1,head#phones,77,20,assimilation,df,short,0.05531435015885888,0.10932718619633283,1.9764705882352938,plosive,fricative,0.09090909090909091,33
1,jet#fighter,78,20,voiceless,df,short,0.07998380802210511,0.08798218882431558,1.0999999999999994,plosive,fricative,0.2222222222222222,27
1,head#vein,79,20,voiced,df,short,0.0845575397104285,0.10798226354912824,1.2770270270270265,plosive,fricative,0.78125,32
1,head#massage,80,20,sonorant,df,short,NA,NA,NA,plosive,fricative,NA,NA
2,food#poisoning,1,1,assimilation,dp,long,0.09569010333013683,0.07424232154924412,0.7758620689655176,plosive,plosive,0.391304347826087,23
2,boot#polish,2,1,voiceless,dp,long,NA,NA,NA,plosive,plosive,NA,NA
2,food#bank,3,1,voiced,dp,long,0.16799727716100635,0.09461915610217603,0.5632183908045979,plosive,plosive,0.5,28
2,food#waste,4,1,sonorant,dp,long,0.16743449325841972,0.07247164633573389,0.43283582089552225,plosive,plosive,0.6363636363636364,22
2,speed#painting,5,2,assimilation,dp,long,0.08594720149655574,0.07103074503847581,0.8264462809917354,plosive,plosive,0,21
2,seat#pads,6,2,voiceless,dp,long,0.11943714092638001,0.08800631436680631,0.7368421052631577,plosive,plosive,0.5555555555555556,27
2,speed#boat,7,2,voiced,dp,long,0.15437729594518348,0.07796053445231771,0.5050000000000003,plosive,plosive,1,23
2,speed#limit,8,2,sonorant,dp,long,NA,NA,NA,plosive,plosive,NA,NA
2,toad#pond,9,3,assimilation,dp,long,0.12644079027410396,0.09969370002381273,0.7884615384615383,plosive,plosive,0.9666666666666667,30
2,coat#pocket,10,3,voiceless,dp,long,0.1384810283500344,0.09623257902290527,0.6949152542372883,plosive,plosive,0,29
2,code#breaker,11,3,voiced,dp,long,0.15549843564445645,0.07050550187605786,0.4534161490683228,plosive,plosive,1,21
2,code#word,12,3,sonorant,dp,long,0.14961762743571097,0.08617975340296952,0.576,plosive,plosive,1,25
2,shade#plant,13,4,assimilation,dp,long,0.13707627173985332,0.08701363336529816,0.634782608695652,plosive,plosive,0.9230769230769231,26
2,skate#park,14,4,voiceless,dp,long,0.14071665468306532,0.09827829850880748,0.698412698412698,plosive,plosive,0.6206896551724138,29
2,spade#beard,15,4,voiced,dp,long,NA,NA,NA,plosive,plosive,NA,NA
2,spade#work,16,4,sonorant,dp,long,0.1305889002760991,0.0743631237683342,0.5694444444444444,plosive,plosive,1,23
2,speed#freak,17,5,assimilation,df,long,NA,NA,NA,plosive,fricative,NA,NA
2,seat#frame,18,5,voiceless,df,long,0.10408387254390875,0.09741182943211973,0.935897435897436,plosive,fricative,0.06896551724137931,29
2,seed#vault,19,5,voiced,df,long,0.1429893418630145,0.06885892269440103,0.4815668202764979,plosive,fricative,1,21
2,speed#walking,20,5,sonorant,df,long,0.1517361161890174,0.07968265319423257,0.525139664804469,plosive,fricative,0.7916666666666666,24
2,food#fight,21,6,assimilation,df,long,0.1809575360376885,0.08521837452937653,0.47093023255813937,plosive,fricative,0.5,26
2,boot#faced,22,6,voiceless,df,long,0.10630398959962413,0.08022942611292389,0.7547169811320756,plosive,fricative,0.20833333333333334,24
2,food#vendor,23,6,voiced,df,long,0.17524654459954908,0.11171967218221246,0.6374999999999995,plosive,fricative,0.2727272727272727,33
2,food#mixer,24,6,sonorant,df,long,0.12093676370680723,0.0740159428150951,0.6120218579234971,plosive,fricative,1,22
2,toad#fish,25,7,assimilation,df,long,0.15764925175216726,0.08041704256044896,0.5101010101010102,plosive,fricative,0.625,24
2,boat#fishing,26,7,voiceless,df,long,0.1408520500196294,0.10621630001480253,0.754098360655738,plosive,fricative,0.1875,32
2,toad#venom,27,7,voiced,df,long,0.14030638958074557,0.07142870742292501,0.509090909090909,plosive,fricative,1,22
2,code#name,28,7,sonorant,df,long,0.11560307743002596,0.06838491904311395,0.5915492957746479,plosive,fricative,1,21
2,paid#for,29,8,assimilation,df,long,0.15985876752971764,0.0790880218304919,0.49473684210526325,plosive,fricative,0.625,24
2,state#funded,30,8,voiceless,df,long,0.12170483285386052,0.09906207325314231,0.8139534883720932,plosive,fricative,0,29
2,jade#vein,31,8,voiced,df,long,0.1502418376743318,0.08548242488367153,0.5689655172413792,plosive,fricative,0.88,25
2,aid#worker,32,8,sonorant,df,long,0.1804285191692571,0.08140263422985089,0.4511627906976745,plosive,fricative,0.76,25
2,blues#pianist,33,9,assimilation,zp,long,0.11031775130487391,0.07730294981947369,0.7007299270072993,fricative,plosive,0.9565217391304348,23
2,goose#pimples,34,9,voiceless,zp,long,0.1379600169735507,0.10961206828035536,0.7945205479452055,fricative,plosive,0.15151515151515152,33
2,blues#band,35,9,voiced,zp,long,0.14720965398584532,0.07592918995059394,0.5157894736842108,fricative,plosive,0.5217391304347826,23
2,blues#melody,36,9,sonorant,zp,long,0.11872607000946078,0.08303065026805423,0.6993464052287578,fricative,plosive,0.2,25
2,cheese#plate,37,10,assimilation,zp,long,0.12212044222192188,0.08940960948390708,0.7321428571428571,fricative,plosive,0.3333333333333333,27
2,peace#pipe,38,10,voiceless,zp,long,NA,NA,NA,fricative,plosive,NA,NA
2,cheese#burger,39,10,voiced,zp,long,0.10889833613723005,0.0688814776771636,0.6325301204819279,fricative,plosive,1,21
2,cheese#wire,40,10,sonorant,zp,long,0.11782312904575262,0.08112412163805921,0.6885245901639346,fricative,plosive,0.125,24
2,maize#plant,41,11,assimilation,zp,long,0.18892267332565316,0.1272659012779505,0.673640167364017,fricative,plosive,0.23076923076923078,39
2,face#paint,42,11,voiceless,zp,long,0.1699206020547607,0.1255095356086301,0.7386363636363639,fricative,plosive,0.21621621621621623,37
2,maize#bread,43,11,voiced,zp,long,0.1508906751620232,0.07674164922329699,0.508591065292096,fricative,plosive,0.6521739130434783,23
2,phase#meter,44,11,sonorant,zp,long,NA,NA,NA,fricative,plosive,NA,NA
2,hose#pipe,45,12,assimilation,zp,long,0.10843033115157132,0.08532222779140039,0.7868852459016394,fricative,plosive,0.11538461538461539,26
2,dose#pump,46,12,voiceless,zp,long,0.14555947560481144,0.09097467225300718,0.6250000000000002,fricative,plosive,1,27
2,nose#bone,47,12,voiced,zp,long,0.15360255276024004,0.08112597493011711,0.5281551215932431,fricative,plosive,1,24
2,nose#muscles,48,12,sonorant,zp,long,0.16276199081385942,0.11111635911330786,0.6826923076923076,fricative,plosive,0.6666666666666666,33
2,blues#fan,49,13,assimilation,zf,long,0.13595353966752266,0.14431991133937017,1.0615384615384613,fricative,fricative,0.4883720930232558,43
2,goose#fat,50,13,voiceless,zf,long,0.11748266659801733,0.09986026660831474,0.8500000000000001,fricative,fricative,0.16666666666666666,30
2,blues#violin,51,13,voiced,zf,long,0.1298633671216831,0.0921610992476461,0.709677419354839,fricative,fricative,0.18518518518518517,27
2,blues#music,52,13,sonorant,zf,long,0.10918583582079947,0.07777621181755578,0.7123287671232876,fricative,fricative,0.782608695652174,23
2,cheese#fingers,53,14,assimilation,zf,long,0.1281874490117712,0.11911223138261928,0.9292035398230091,fricative,fricative,0.2777777777777778,36
2,peace#fighter,54,14,voiceless,zf,long,NA,NA,NA,fricative,fricative,NA,NA
2,cheese#vat,55,14,voiced,zf,long,0.11272744800777454,0.08303043213475864,0.736559139784946,fricative,fricative,0.44,25
2,cheese#wedge,56,14,sonorant,zf,long,0.1408265938640357,0.08974243726629721,0.6372549019607839,fricative,fricative,0.37037037037037035,27
2,maize#field,57,15,assimilation,zf,long,0.17988641430309116,0.1414032510442209,0.7860696517412935,fricative,fricative,0.2619047619047619,42
2,space#flight,58,15,voiceless,zf,long,0.11669258780144032,0.10210601432626032,0.8750000000000003,fricative,fricative,0.2,30
2,blaze#victim,59,15,voiced,zf,long,0.11173965319208728,0.0708592922681529,0.6341463414634145,fricative,fricative,1,21
2,maze#map,60,15,sonorant,zf,long,0.17180656071498296,0.1329362981097832,0.7737556561085973,fricative,fricative,0.3,40
2,nose#fracture,61,16,assimilation,zf,long,0.11837064361764887,0.09263789500511652,0.782608695652174,fricative,fricative,0.25,28
2,dose#feeder,62,16,voiceless,zf,long,0.17248543515747516,0.14084609498066014,0.8165680473372778,fricative,fricative,0.19047619047619047,42
2,nose#vein,63,16,voiced,zf,long,0.19577109902024512,0.08417519566994253,0.42996742671009774,fricative,fricative,0.24,25
2,nose#wipes,64,16,sonorant,zf,long,0.18265129745117847,0.10482596201545902,0.5739130434782612,fricative,fricative,0.3125,32
2,bed#post,65,17,assimilation,dp,short,0.0749497278267977,0.11360800849535652,1.5157894736842108,plosive,plosive,0.058823529411764705,34
2,jet#pack,66,17,voiceless,dp,short,0.0655202531145943,0.15018294572672392,2.2921606463280195,plosive,plosive,0,45
2,head#band,67,17,voiced,dp,short,NA,NA,NA,plosive,plosive,NA,NA
2,head#wear,68,17,sonorant,dp,short,0.08220785147714085,0.08502318885649496,1.0342465753424654,plosive,plosive,0.32,25
2,blood#pressure,69,18,assimilation,dp,short,0.03875050742592842,0.08912616707963539,2.3000000000000007,plosive,plosive,0,27
2,nut#paste,70,18,voiceless,dp,short,0.07558320873048052,0.09499907886308101,1.256880733944954,plosive,plosive,0,28
2,blood#bath,71,18,voiced,dp,short,0.029168238951209624,0.07130013965851242,2.4444444444444446,plosive,plosive,0.9523809523809523,21
2,mud#water,72,18,sonorant,dp,short,0.06906942132463204,0.07840312690904178,1.1351351351351353,plosive,plosive,0.43478260869565216,23
2,mud#flap,73,19,assimilation,df,short,0.06865348901945979,0.11279023073995018,1.6428914589902321,plosive,fricative,0.6060606060606061,33
2,nut#flower,74,19,voiceless,df,short,0.058207037604824305,0.13642274438630703,2.343750000000001,plosive,fricative,0,41
2,blood#vow,75,19,voiced,df,short,NA,NA,NA,plosive,fricative,NA,NA
2,flood#wave,76,19,sonorant,df,short,NA,NA,NA,plosive,fricative,NA,NA
2,head#phones,77,20,assimilation,df,short,0.05439581266451707,0.09235955691996128,1.697916666666667,plosive,fricative,0.3333333333333333,27
2,jet#fighter,78,20,voiceless,df,short,0.050815852644179704,0.08984831916796995,1.7681159420289863,plosive,fricative,0,27
2,head#vein,79,20,voiced,df,short,NA,NA,NA,plosive,fricative,NA,NA
2,head#massage,80,20,sonorant,df,short,0.06964162858558749,0.1187479051523479,1.705128205128205,plosive,fricative,0,36
3,food#poisoning,1,1,assimilation,dp,long,0.11419278023413718,0.07898333966194487,0.6916666666666667,plosive,plosive,1,23
3,boot#polish,2,1,voiceless,dp,long,0.12367900461881379,0.09659601090666475,0.7810218978102187,plosive,plosive,1,29
3,food#bank,3,1,voiced,dp,long,0.12612955768797587,0.0863386853221263,0.6845238095238092,plosive,plosive,0.64,25
3,food#waste,4,1,sonorant,dp,long,0.1401677440580773,0.10167096928156316,0.7253521126760567,plosive,plosive,0.5666666666666667,30
3,speed#painting,5,2,assimilation,dp,long,0.14570756629917814,0.0801956372654391,0.5503875968992246,plosive,plosive,0.7916666666666666,24
3,seat#pads,6,2,voiceless,dp,long,0.10116917544841969,0.09605962113284289,0.949494949494949,plosive,plosive,0.7586206896551724,29
3,speed#boat,7,2,voiced,dp,long,0.14156861789559722,0.06210752268968134,0.4387096774193547,plosive,plosive,0.5263157894736842,19
3,speed#limit,8,2,sonorant,dp,long,NA,NA,NA,plosive,plosive,NA,NA
3,toad#pond,9,3,assimilation,dp,long,0.18489272612987165,0.10794315224923146,0.5838150289017343,plosive,plosive,0.625,32
3,coat#pocket,10,3,voiceless,dp,long,0.12540487525341262,0.10200844330314912,0.8134328358208959,plosive,plosive,1,30
3,code#breaker,11,3,voiced,dp,long,0.23997184134278118,0.1561107139918093,0.6505376344086023,plosive,plosive,0.851063829787234,47
3,code#word,12,3,sonorant,dp,long,0.16462397662489778,0.09431581994134769,0.5729166666666667,plosive,plosive,1,29
3,shade#plant,13,4,assimilation,dp,long,0.1661542907600126,0.09494530900572151,0.5714285714285716,plosive,plosive,1,29
3,skate#park,14,4,voiceless,dp,long,0.16677228419970952,0.12058919011363611,0.7230769230769231,plosive,plosive,0.75,36
3,spade#beard,15,4,voiced,dp,long,0.2470696370208758,0.11974540689968827,0.48466257668711654,plosive,plosive,0.6944444444444444,36
3,spade#work,16,4,sonorant,dp,long,0.2039678938681117,0.09842636738984467,0.4825581395348841,plosive,plosive,0.6,30
3,speed#freak,17,5,assimilation,df,long,0.15607873565067779,0.08348397488292075,0.5348837209302331,plosive,fricative,1,25
3,seat#frame,18,5,voiceless,df,long,0.11904109811493185,0.10839514625099489,0.9105691056910572,plosive,fricative,0.18181818181818182,33
3,seed#vault,19,5,voiced,df,long,0.132640749307607,0.0786696857962359,0.5931034482758623,plosive,fricative,0.5217391304347826,23
3,speed#walking,20,5,sonorant,df,long,0.15804372400388728,0.08059183277019416,0.509933774834437,plosive,fricative,0.72,25
3,food#fight,21,6,assimilation,df,long,0.11959384788592194,0.06661939177537932,0.5570469798657717,plosive,fricative,0.85,20
3,boot#faced,22,6,voiceless,df,long,NA,NA,NA,plosive,fricative,NA,NA
3,food#vendor,23,6,voiced,df,long,0.13185221925742863,0.06463344081246497,0.49019607843137225,plosive,fricative,0.3684210526315789,19
3,food#mixer,24,6,sonorant,df,long,0.14635409157393642,0.07141374347884849,0.4879518072289156,plosive,fricative,0.7142857142857143,21
3,toad#fish,25,7,assimilation,df,long,0.15470405962195663,0.09454136976897348,0.611111111111111,plosive,fricative,1,28
3,boat#fishing,26,7,voiceless,df,long,0.15957299109918327,0.1063819940661222,0.6666666666666667,plosive,fricative,0.875,32
3,toad#venom,27,7,voiced,df,long,NA,NA,NA,plosive,fricative,NA,NA
3,code#name,28,7,sonorant,df,long,0.157994971212326,0.10115021966503407,0.64021164021164,plosive,fricative,0.9333333333333333,30
3,paid#for,29,8,assimilation,df,long,0.15273959478865656,0.09642220229674964,0.631284916201117,plosive,fricative,0.896551724137931,29
3,state#funded,30,8,voiceless,df,long,0.14262331419303764,0.1190492126735273,0.834710743801653,plosive,fricative,0.9142857142857143,35
3,jade#vein,31,8,voiced,df,long,0.18125535342613863,0.0872710960940668,0.4814814814814818,plosive,fricative,1,26
3,aid#worker,32,8,sonorant,df,long,0.16981644340612306,0.09730023243810293,0.5729729729729729,plosive,fricative,0.5517241379310345,29
3,blues#pianist,33,9,assimilation,zp,long,NA,NA,NA,fricative,plosive,NA,NA
3,goose#pimples,34,9,voiceless,zp,long,0.14922736515659557,0.1316020858073914,0.8818897637795279,fricative,plosive,0.35,40
3,blues#band,35,9,voiced,zp,long,0.16610848276794163,0.09228249042663422,0.5555555555555555,fricative,plosive,0.6296296296296297,27
3,blues#melody,36,9,sonorant,zp,long,NA,NA,NA,fricative,plosive,NA,NA
3,cheese#plate,37,10,assimilation,zp,long,0.12450769300870776,0.08473440218648165,0.6805555555555554,fricative,plosive,1,26
3,peace#pipe,38,10,voiceless,zp,long,0.11283623108227839,0.1090434165921178,0.9663865546218491,fricative,plosive,0.6060606060606061,33
3,cheese#burger,39,10,voiced,zp,long,0.12692059627105334,0.07839213299094472,0.6176470588235294,fricative,plosive,0.5,24
3,cheese#wire,40,10,sonorant,zp,long,0.1499860763852687,0.09160826222333779,0.6107784431137726,fricative,plosive,0.5555555555555556,27
3,maize#plant,41,11,assimilation,zp,long,0.23924349426885225,0.1737788565335942,0.7263681592039802,fricative,plosive,0.09615384615384616,52
3,face#paint,42,11,voiceless,zp,long,0.15774468506898187,0.11580101158243178,0.7341040462427746,fricative,plosive,0.4,35
3,maize#bread,43,11,voiced,zp,long,0.16670034383882848,0.09788799260303305,0.5872093023255817,fricative,plosive,0.6896551724137931,29
3,phase#meter,44,11,sonorant,zp,long,NA,NA,NA,fricative,plosive,NA,NA
3,hose#pipe,45,12,assimilation,zp,long,0.1535012071901608,0.10558284092444925,0.687830687830688,fricative,plosive,1,31
3,dose#pump,46,12,voiceless,zp,long,0.22668612758909934,0.1391538605002392,0.6138613861386139,fricative,plosive,0.8809523809523809,42
3,nose#bone,47,12,voiced,zp,long,0.19029905079407988,0.09282880526540482,0.4878048780487805,fricative,plosive,1,28
3,nose#muscles,48,12,sonorant,zp,long,0.18260531495247107,0.10978057625118792,0.6011904761904759,fricative,plosive,1,33
3,blues#fan,49,13,assimilation,zf,long,0.15577439607668989,0.09249104767053462,0.59375,fricative,fricative,1,27
3,goose#fat,50,13,voiceless,zf,long,0.1542002371491643,0.13007366943194815,0.8435374149659866,fricative,fricative,0.07692307692307693,39
3,blues#violin,51,13,voiced,zf,long,NA,NA,NA,fricative,fricative,NA,NA
3,blues#music,52,13,sonorant,zf,long,NA,NA,NA,fricative,fricative,NA,NA
3,cheese#fingers,53,14,assimilation,zf,long,0.12182535149966645,0.09839739928819202,0.8076923076923068,fricative,fricative,0.43333333333333335,30
3,peace#fighter,54,14,voiceless,zf,long,0.11723351474781019,0.11617735695728937,0.990990990990991,fricative,fricative,0.37142857142857144,35
3,cheese#vat,55,14,voiced,zf,long,0.14690169339915088,0.09103766914876954,0.6197183098591548,fricative,fricative,0.32142857142857145,28
3,cheese#wedge,56,14,sonorant,zf,long,0.14150922019921183,0.09066758419949494,0.6407185628742511,fricative,fricative,0.6666666666666666,27
3,maize#field,57,15,assimilation,zf,long,0.21589612049676385,0.1214415677794296,0.5624999999999997,fricative,fricative,0.75,36
3,space#flight,58,15,voiceless,zf,long,0.18897742478284285,0.15043597630739458,0.796052631578947,fricative,fricative,0.021739130434782608,46
3,blaze#victim,59,15,voiced,zf,long,NA,NA,NA,fricative,fricative,NA,NA
3,maze#map,60,15,sonorant,zf,long,0.21490884920098596,0.11572014956976173,0.5384615384615388,fricative,fricative,0.4411764705882353,34
3,nose#fracture,61,16,assimilation,zf,long,0.17556842209050127,0.11422523846851895,0.6506024096385545,fricative,fricative,1,35
3,dose#feeder,62,16,voiceless,zf,long,0.16771102083722172,0.11685671129303188,0.6967741935483869,fricative,fricative,0.45714285714285713,35
3,nose#vein,63,16,voiced,zf,long,0.20545866043673852,0.10318590501933983,0.5022222222222225,fricative,fricative,1,31
3,nose#wipes,64,16,sonorant,zf,long,0.16967374060415716,0.0755752032385329,0.44541484716157215,fricative,fricative,1,23
3,bed#post,65,17,assimilation,dp,short,0.10534747509852252,0.11798917211034526,1.1200000000000003,plosive,plosive,1,35
3,jet#pack,66,17,voiceless,dp,short,NA,NA,NA,plosive,plosive,NA,NA
3,head#band,67,17,voiced,dp,short,0.0793320257349234,0.10477814719706868,1.3207547169811327,plosive,plosive,0.65625,32
